,CASRN,Synonym,id,Dup_Name_Flag
503898,69401-33-8,Pyrabital,,True
504228,69521-94-4,Zadaxin,,True
504234,69522-59-4,P 2,,True
504478,69657-51-8,Zovirax,,True
505043,69924-15-8,Metkephamid acetate,,True
505040,69924-15-8,Lilly 127623,,True
505244,70017-56-0,Vinyzene,,True
505286,70021-98-6,HSDB 5754,,True
505292,70021-99-7,HSDB 5753,,True
505307,70023-32-4,IMS,,True
505334,70024-40-7,Hytrin,,True
505335,70024-40-7,Terazosin hydrochloride,,True
505417,70059-30-2,Tagamet,,True
505651,70172-42-8,A 101,,True
505987,70321-63-0,Ritalan,,True
505983,70321-63-0,Fluilan,,True
506047,70356-03-5,Cefaclor,,True
506037,70356-03-5,Panoral,,True
506083,70359-46-5,Mirvaso,,True
506202,70386-40-2,TDA,,True
506293,70434-92-3,Cannabicyclohexanol,,True
506334,70458-96-7,5-23-03-00135 (Beilstein Handbook Reference),,True
506446,70476-82-3,Novantron,,True
506729,70642-90-9,Valpin,,True
506856,70678-50-1,Bisnorthioctic acid,,True
507002,70713-45-0,5-23-01-00233 (Beilstein Handbook Reference),,True
507276,70842-04-5,5-24-05-00358 (Beilstein Handbook Reference),,True
507373,70879-28-6,Alfentanil hydrochloride,,True
507414,70892-20-5,Marigold oil,,True
507450,70901-12-1,Glyphosate-potassium,,True
507914,71119-11-4,Gencaro,,True
508193,71210-64-5,Nylon,,True
508310,71277-13-9,"3,4,5-Trimethoxycinnamaldehyde",,True
508447,71328-22-8,"(4,8'-Bi-2H-1-benzopyran)-3,3',5,5',7,7'-hexol, 2,2'-bis(3,4-dihydroxyphenyl)-3,3',4,4'-tetrahydro-",,True
508584,71395-14-7,Tonocard,,True
508604,71412-35-6,Tripropyleneglycol diacrylate,,True
509393,71751-41-2,Abamectinum,,True
509392,71751-41-2,EPA Pesticide Chemical Code 122804,,True
510002,71974-02-2,2-10-00-00042 (Beilstein Handbook Reference),,True
510069,72007-81-9,4-06-00-03420 (Beilstein Handbook Reference),,True
510621,72255-35-7,5-Hydroxyeicosatetraenoic acid,,True
510632,72269-48-8,BRN 4245751,,True
511239,72509-76-3,Prevex,,True
511284,72534-66-8,Trimetoquinol hydrochloride,,True
511369,72570-66-2,HMPT,,True
511530,72615-18-0,PS 7,,True
511533,72615-19-1,PS 6,,True
511559,72619-32-0,Edge,,True
511936,72797-41-2,Coaxil,,True
511965,72808-81-2,RU 27592,,True
512106,72869-75-1,FEMA No. 3533,,True
512154,72878-73-0,Cotoran multi,,True
512524,73018-10-7,2-Pyridinethiol,,True
512655,73080-51-0,Romet,,True
512874,73173-12-3,Sterinor,,True
512952,73218-79-8,Iopidine,,True
513284,73360-54-0,Sensorcaine,,True
513709,73547-61-2,Fortaz,,True
513777,73573-87-2,Perforomist,,True
513904,73590-58-6,Osiren,,True
514015,73622-57-8,BRN 1437166,,True
514235,73713-92-5,4-27-00-03517 (Beilstein Handbook Reference),,True
514355,73755-38-1,Monophos,,True
514521,73806-49-2,Crispin,,True
515194,74038-94-1,5-22-03-00152 (Beilstein Handbook Reference),,True
515260,74041-85-3,ORG-7268,,True
515307,74050-97-8,Haldol,,True
515473,74103-07-4,Acular LS,,True
515793,74194-72-2,Hibiclens,,True
515799,74194-72-2,ChloraPrep,,True
515831,74208-84-7,5-21-11-00193 (Beilstein Handbook Reference),,True
515865,74220-37-4,Cinchonidine HCl,,True
516011,74252-25-8,Indomethacin sodium,,True
516074,74298-63-8,Myco-polycid,,True
516132,74332-55-1,Genabil,,True
516204,74356-00-6,YM 09330,,True
516241,74381-53-6,Eligard,,True
516277,74389-69-8,Platelet-activating factor,,True
516274,74389-69-8,PAF-acether,,True
516271,74389-69-8,Blood platelet-activating factor,,True
516276,74389-69-8,Platelet activating factor-acether,,True
516442,74469-00-4,Augmentin,,True
516519,74472-44-9,"1,1'-Biphenyl, 2,3,3',4',5,6-hexachloro-",,True
517351,74764-40-2,Bepridil HCl,,True
517350,74764-40-2,Cordium,,True
517349,74764-40-2,Vascor,,True
517353,74764-40-2,Bepridil hydrochloride,,True
517558,74849-93-7,SM 1652,,True
517627,74875-72-2,BPPA,,True
518090,75101-99-4,4'Methoxy-2-methylcinnamaldehyde,,True
518087,75101-99-4,"2-Propenal, 3-(4-methoxyphenyl)-2-methyl-",,True
518084,75101-99-4,alpha-Methyl-4-methoxycinnamaldehyde,,True
518083,75101-99-4,FEMA No. 3182,,True
518082,75101-99-4,EINECS 265-737-4,,True
518085,75101-99-4,alpha-Methylmethoxycinnamic aldehyde,,True
518262,75217-25-3,Sportak PF,,True
518367,75272-39-8,YM 09151-2,,True
518380,75281-25-3,4-Hydroxy-13-cis-retinoic acid,,True
519267,75684-66-1,(+/-)-Isomintlactone,,True
519384,75738-58-8,Tacef,,True
519518,75790-51-1,Binodaline hydrochloride,,True
519659,75847-66-4,C 49802-B-Ba,,True
519682,75848-18-9,Captaspor,,True
519826,75898-90-7,Inocor,,True
519832,75899-68-2,4-Hydroxynonenal,,True
520432,76138-69-7,Diisopropyl-m-cresol,,True
520611,76202-00-1,"3-Piperidinol, 6,6'-((1,2,3,5,8,8a-hexahydro-6,8-indolizinediyl)di-10,1-decanediyl)bis(2-methyl-",,True
520801,76298-89-0,BAAM,,True
520895,76333-66-9,Anatruxonium,,True
521618,76578-14-8,Pilot,,True
521798,76630-71-2,"Morphinan, beta-D-glucopyranosiduronic acid deriv.",,True
521908,76674-21-0,Impact,,True
522592,76824-35-6,Acid reducer,,True
522765,76906-80-4,CGS-5649B,,True
522963,76964-74-4,BNS,,True
523052,76997-30-3,SE 5023,,True
523078,77011-63-3,Beconase,,True
523312,77108-50-0,Zhengguangmycin A5,,True
523309,77108-50-0,Pingyangmycin,,True
523311,77108-50-0,Zhengguangmycin A2,,True
523470,77164-20-6,Levotensin,,True
523605,77182-82-2,HOE 39866,,True
523744,77234-90-3,REC 15-1533,,True
523796,77257-42-2,MG 624,,True
523797,77257-42-2,MG-624,,True
523840,77272-67-4,WIN-42964,,True
524033,77327-05-0,NSC 325319,,True
524486,77501-90-7,Fluoroglycofen,,True
524736,77642-24-1,Thymosin beta4,,True
524737,77642-24-1,Thymosin beta 4,,True
524739,77642-24-1,Thymosin beta4 (human),,True
524757,77648-60-3,Hepavis,,True
524925,77728-33-7,Kliogest,,True
525281,77904-41-7,UK,,True
525306,77907-69-8,Interferon alfa-2a,,True
525521,78040-85-4,Coumermycin A1,,True
525522,78040-85-4,Coumermycin,,True
525869,78186-34-2,NSC 337766,,True
526029,78246-49-8,Paxil,,True
526026,78246-49-8,Paxil CR,,True
526044,78247-49-1,Potassium guaiacolsulfonate,,True
526267,78308-46-0,NSC 114460,,True
526354,78357-48-9,Fenasulam,,True
526569,78439-06-2,Ceftazidime,,True
526564,78439-06-2,GR 20263,,True
526563,78439-06-2,Fortaz,,True
526662,78474-51-8,Sorbin,,True
526666,78474-55-2,Teleocidin,,True
527422,78822-40-9,Pirlimycin hydrochloride,,True
527635,78919-26-3,"3,7-Dihydroxycholan-24-oic acid",,True
527657,78922-62-0,Thymulin,,True
527659,78922-62-0,Serum thymic factor,,True
527660,78922-62-0,Thymic serum factor,,True
527805,78997-40-7,Prisotinol,,True
528080,79173-09-4,Ferrum hausmann,,True
528115,79191-48-3,Sinutab,,True
528135,79198-29-1,Clavulin,,True
528139,79198-29-1,Curam,,True
528127,79198-29-1,Co-Amoxiclav,,True
528230,79241-46-6,BRN 1510062,,True
528615,79416-27-6,Metvix,,True
528784,79490-84-9,"1,2-Benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)butyl)-",,True
528787,79490-84-9,EINECS 208-472-1,,True
528839,79512-50-8,Tai-ding-an,,True
528835,79512-50-8,V-6133,,True
529001,79568-96-0,Motofen,,True
529036,79580-28-2,BTX-B,,True
529123,79624-33-2,Nitroso-5-methyloxazolidone,,True
529339,79704-88-4,China White [Street Name],,True
529340,79704-88-4,N-(1-(1-Methyl-2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide,,True
529739,79868-48-7,4-27-00-00278 (Beilstein Handbook Reference),,True
530143,80029-43-2,1-Hydroxybenzotriazole hydrate,,True
530311,80106-39-4,Correctol,,True
530777,80274-67-5,Lopressor,,True
530792,80277-11-8,NSC 141549,,True
530871,80295-52-9,C 4D,,True
530920,80317-95-9,GRPP,,True
531120,80434-32-8,"1beta,3alpha,12alpha-Trihydroxy-5beta-cholanoic acid",,True
531379,80495-46-1,Mezlin,,True
531465,80508-23-2,Nitrosonornicotine,,True
531476,80510-15-2,Etobenzanid,,True
531479,80510-16-3,Dominicalure,,True
531543,80544-75-8,Dominicalure,,True
531869,80729-79-9,Nerixia,,True
532464,81032-39-5,Polyvinyl butyral,,True
532510,81051-65-2,Ciobutide,,True
532907,81178-30-5,DETA-20,,True
532914,81183-44-0,"2(5H)-Furanone, 5-(2-hydroxyethylidene)-4-(hydroxymethyl)-",,True
533043,81230-05-9,EINECS 267-041-6,,True
533084,81252-13-3,ST-71,,True
533235,81335-43-5,Karetazan,,True
533238,81335-46-8,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-",,True
533451,81406-37-3,Starane,,True
533480,81412-43-3,BAS 2203F,,True
533749,81496-81-3,Artenimol,,True
533770,81510-83-0,Chopper,,True
533768,81510-83-0,Arsenal,,True
534009,81601-40-3,beta-Hydroxyaspartic acid,,True
534028,81603-65-8,Lorzafone,,True
534036,81604-85-5,Ncs-chrom,,True
534044,81605-86-9,Ketogan,,True
534204,81655-41-6,"Benzeneacetic acid, alpha-methoxy-alpha-(trifluoromethyl)-",,True
534282,81703-98-2,Mar-70,,True
534532,81800-41-1,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (S)-",,True
535391,82159-09-9,Sorbistat,,True
535534,82208-84-2,"Propanamide, N-phenyl-N-(1-(2-phenylethyl)-3-(2-propenyl)-4-piperidinyl)-, monohydrochloride, cis-",,True
535595,82230-03-3,NSC 329514D,,True
535896,82410-32-0,DHPG,,True
536049,82451-61-4,15-Hetre,,True
536071,82467-51-4,"Benzo(3,4)cycloocta(1,2-f)(1,3)benzodioxole, 5,6,7,8-tetrahydro-1,2,3,13-tetramethoxy-6,7-dimethyl-, stereoisomer",,True
536295,82558-50-7,Prolan,,True
536590,82657-23-6,Pink,,True
536878,82801-81-8,MDEA,,True
537174,82952-64-5,CI 898,,True
537271,83003-12-7,"CP 55,940",,True
537426,83097-12-5,Naldecon,,True
537784,83291-20-7,CHIP,,True
538368,83535-74-4,Fiorinal,,True
538492,83588-43-6,Fenridazon,,True
538530,83602-05-5,Spiraprilate,,True
538701,83657-22-1,Uniconazole-P,,True
539022,83730-53-4,NSC 326231,,True
539016,83730-53-4,BRN 2367136,,True
539123,83784-19-4,Piquindone hydrochloride,,True
539126,83784-20-7,Hydrocortisone hemisuccinate,,True
539252,83826-43-1,2-Octyldodecyl myristate,,True
539255,83826-43-1,MOD,,True
539316,83860-24-6,"Retinoic acid, 12-(hydroxymethyl)-, delta-lactone, 11-cis-",,True
539319,83860-24-6,BMY 30047,,True
539437,83881-52-1,Virlix,,True
539448,83881-52-1,AC-170,,True
539449,83881-52-1,Zerviate,,True
539571,83915-83-7,Qbrelis,,True
539568,83915-83-7,Zestril,,True
539567,83915-83-7,Prinivil,,True
539605,83919-23-7,Propel,,True
540052,84062-60-2,NSC 126765,,True
540239,84123-22-8,"Ethanaminium, 2-((3-(4-hydroxy-3,5-dimethoxyphenyl)-1-oxo-2-propenyl)oxy)-N,N,N-trimethyl-",,True
540647,84332-86-5,Chlozolinate,,True
541116,84540-57-8,PGMEA,,True
541105,84540-57-8,Propylene glycol monomethyl ether acetate,,True
541155,84561-41-1,FEMA No. 3149,,True
541304,84604-12-6,Rose de mai absolute,,True
541296,84604-12-6,Rose oil moroccan,,True
541366,84605-18-5,Astramembrangenin,,True
541449,84625-40-1,Fenugreek extract,,True
541618,84650-05-5,Male fern root,,True
541649,84650-60-2,Tea extract,,True
541700,84687-43-4,Astragaloside IV,,True
541893,84750-06-1,Arlacel 165,,True
541952,84775-44-0,Birthwort,,True
541985,84775-66-6,Liquorice,,True
542185,84824-88-4,"(3beta,19alpha,20alpha)-16,17-Didehydro-10,11-dimethoxy-19-methyloxayohimban-16-carboxylic acid",,True
542426,84929-43-1,KC defense,,True
542441,84929-51-1,Red thyme oil,,True
542454,84929-55-5,Mistletoe extract,,True
542459,84929-61-3,Carrots,,True
542770,85058-43-1,"1-Piperazinecarboxylic acid, 4-(4-(((2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)-, ethyl ester, rel-",,True
542798,85072-82-8,Dicyclonon,,True
542870,85085-71-8,Senokot,,True
542874,85085-75-2,Thyme oil,,True
542918,85118-33-8,"4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3(2H)-one monohydrochloride",,True
542965,85135-88-2,Quinidine HCl,,True
543312,85273-96-7,ICI 169369,,True
543581,85392-03-6,FEMA No. 3742,,True
543585,85392-04-7,FEMA No. 3742,,True
543613,85394-19-0,TNPP,,True
543791,85468-01-5,Gusperimus HCl,,True
544522,85743-61-9,4-02-00-01497 (Beilstein Handbook Reference),,True
544957,85951-65-1,BIT,,True
544991,85960-17-4,Zienam,,True
545443,86189-66-4,NSC 256439,,True
545477,86220-42-0,Nafarelin acetate,,True
545602,86290-81-5,UN 1203,,True
545596,86290-81-5,Indolene,,True
545920,86393-32-0,Cipro,,True
545940,86394-16-3,GTX I,,True
545944,86398-53-0,Denatonium benzoate,,True
546023,86414-29-1,GTX II,,True
546219,86522-55-6,6beta-Iodomethyl-19-norcholesterol,,True
546220,86522-55-6,Bimetrol,,True
546223,86522-55-6,I-Bimetrol,,True
546640,86784-80-7,Corticorelin,,True
547495,87233-62-3,Emadine,,True
547509,87237-48-7,Dowco 453,,True
547667,87333-22-0,NACA,,True
547872,87434-83-1,Tiapamil hydrochloride,,True
548238,87626-57-1,NSC 293015,,True
548507,87745-65-1,EINECS 246-950-1,,True
548508,87745-65-1,FEMA No. 3392,,True
548511,87745-65-1,2-Ethylidenehexanal,,True
548512,87745-65-1,"Hexanal, 2-ethylidene-",,True
548602,87806-31-3,DHE,,True
549323,88192-22-7,MAP,,True
549783,88416-50-6,Bonefos,,True
549777,88416-50-6,Clodronate disodium,,True
549968,88495-63-0,SM 804,,True
550436,88847-89-6,8-Oxoguanosine,,True
550524,88889-14-9,Fucithalmic,,True
551068,89226-75-5,CV 4093,,True
551197,89315-22-0,3-05-00-02284 (Beilstein Handbook Reference),,True
551526,89482-00-8,Zaltoprofen,,True
551626,89575-10-0,4-13-00-02588 (Beilstein Handbook Reference),,True
552105,89915-35-5,Necatorine,,True
552315,90028-20-9,KC defense,,True
552461,90045-89-9,Allergenic extracts,,True
552598,90082-41-0,PEA,,True
552677,90106-50-6,Dan-Shen,,True
552787,90141-22-3,4-08-00-03754 (Beilstein Handbook Reference),,True
552788,90141-22-3,BRN 1917878,,True
552992,90293-01-9,"1-Butanamine, N-methyl-4-(2-(phenylmethyl)phenoxy)-, hydrochloride",,True
553403,90580-64-6,BPA,,True
553608,90730-93-1,Xamoterol fumarate,,True
553705,90825-43-7,Junovan,,True
553707,90825-43-7,Mepact,,True
554247,91161-71-6,Lamisil AT,,True
554243,91161-71-6,Lamisil,,True
554548,91374-21-9,Requip,,True
554611,91408-54-7,TBTA,,True
554669,91423-46-0,Fecapentaene-12,,True
555143,91714-94-2,Bromsite,,True
555232,91771-39-0,Wild cabbage,,True
555325,91833-50-0,AHR-11325,,True
555401,91874-98-5,"3,4-Dnt",,True
555958,92309-29-0,Zienam,,True
556140,92459-33-1,Bayleton triple,,True
556347,92593-44-7,Foxy,,True
556652,92817-10-2,16alpha-Fluoroestradiol,,True
556767,92923-44-9,Gd-Dota,,True
556798,92943-93-6,Dotarem,,True
557013,93107-08-5,Cipro,,True
557051,93165-11-8,Gum Guggulu,,True
558376,93957-55-2,XU 62-320,,True
558612,94088-85-4,Vibramycin,,True
559162,94361-06-5,Vetrazin,,True
559468,94662-39-2,"Thieno(3,4-d)isothiazol-3-amine, N-(4-(3-(1-piperidinylmethyl)phenoxy)propyl)-, 1,1,-dioxide",,True
559669,94841-17-5,Sch 33844,,True
559904,95034-25-6,IBE 2254,,True
560227,95328-09-9,M-3535,,True
560275,95382-33-5,Prilosec,,True
560396,95498-96-7,"2-Cyclohexen-1-one, 2-(1-(((3-chloro-2-propenyl)oxy)imino)butyl)-5-(2-(ethylthio)propyl)-3-hydroxy-",,True
560676,95671-26-4,Tipentosin HCl,,True
560673,95671-26-4,Tipentosin hydrochloride,,True
560768,95722-07-9,ZK 96480,,True
560813,95737-68-1,SK 591,,True
561025,95899-39-1,N-(3-(Dimethylamino)-2-propoxy-2-propenylidene)-N-methylmethanaminium,,True
561160,96020-91-6,Eflornithine hydrochloride,,True
561161,96020-91-6,Ornidyl,,True
561201,96042-30-7,"Propanedinitrile, (2-(2-(4-(dimethylamino)phenyl)ethenyl)-6-methyl-4H-pyran-4-ylidene)-",,True
561209,96055-45-7,Nicorette,,True
561264,96096-55-8,Moxie,,True
561408,96234-90-1,Sprint,,True
561409,96234-90-1,Rival,,True
561802,96491-05-3,Haloxyfop-P,,True
561939,96590-75-9,Hiberna,,True
562066,96684-40-1,Piroxicam betadex,,True
562083,96686-58-7,BFP,,True
562553,96957-27-6,"Pyrrolo(3,4-e)-1,4-diazepin-8(1H)-one, 7-(4-chlorophenyl)-2,3,6,7-tetrahydro-5-(2-naphthalenyl)-6-thioxo-",,True
562658,97048-13-0,Bravelle,,True
562840,97205-35-1,WEB 1881,,True
563321,97539-76-9,F44E,,True
563468,97626-31-8,Acetaminophen mixture with Propoxyphene,,True
563554,97673-66-0,Trospectomycin sulfate,,True
563571,97676-22-7,Gentiana lutea,,True
563698,97747-88-1,Propylmesterolone,,True
563928,97867-33-9,Flunase,,True
563927,97867-33-9,Flociprin,,True
563926,97867-33-9,Ciproxina,,True
563924,97867-33-9,Ciproflox,,True
564515,98243-83-5,Thenylchlor,,True
564530,98277-87-3,4-04-00-03290 (Beilstein Handbook Reference),,True
564738,98418-47-4,Toprol,,True
564905,98537-42-9,BOB,,True
564989,98629-43-7,Deoxyspergualin,,True
565056,98651-66-2,CGP 14458,,True
565398,98919-67-6,Leucodelphinidin,,True
565396,98919-67-6,Leucoefdin,,True
565394,98919-67-6,Leucoephdine,,True
565460,99007-20-2,Bendectin,,True
565471,99009-20-8,PZA,,True
565493,99016-42-9,CP 54802,,True
565494,99016-42-9,"L-alpha-Aspartyl-N-(2,2,4,4-tetramethyl-3-thietanyl)-D-alaninamide",,True
565909,99283-10-0,Mielogen,,True
565980,99294-94-7,Parathar,,True
565984,99295-33-7,SK&F-83566,,True
566233,99485-76-4,Benalaxyl-M,,True
566520,99614-02-5,Zudan,,True
566519,99614-02-5,Zophren,,True
566517,99614-02-5,Zofran,,True
566518,99614-02-5,Zofran ODT,,True
566747,99755-59-6,N 0923,,True
567046,99946-24-4,Isocarbacyclin,,True
567093,100040-31-1,GIP,,True
567378,100343-43-9,Oksolin,,True
567540,100503-90-0,Co-proxamol,,True
567539,100503-90-0,Darvocet,,True
567730,100678-32-8,Cipralan,,True
567768,100728-84-5,Imazamethabenz,,True
567857,100784-20-1,Permit,,True
567851,100784-20-1,Manage,,True
567893,100828-16-8,CPP,,True
567983,100929-53-1,RX 783006,,True
567985,100929-53-1,Tyr-Ala-Gly-(NMe)Phe-Gly-ol,,True
567986,100929-53-1,"Enkephalin, alanyl(2)-methylphenylalanyl(4)-glycine(5)-",,True
568158,101039-96-7,NSC 380882,,True
568218,101152-94-7,Toledomin,,True
568219,101152-94-7,Dalcipran,,True
568217,101152-94-7,Ixel,,True
568213,101152-94-7,F 2207,,True
568326,101205-02-1,Laser,,True
568873,101626-70-4,B-HT 920,,True
569036,101831-37-2,DCL,,True
569317,102062-72-6,"Ethyl 2,5-dimethyl-3-oxo-4(2H)-furyl carbonate, (+/-)-",,True
569316,102062-72-6,"(+/-)-Ethyl 2,5-dimethyl-3-oxo-4(2H)-furyl carbonate",,True
569315,102062-72-6,FEMA No. 4546,,True
569314,102062-72-6,"Carbonic acid, 4,5-dihydro-2,5-dimethyl-4-oxo-3-furanyl ethyl ester",,True
569336,102087-48-9,Marathon,,True
569551,102322-83-8,"2-Hepten-4-one, 5-methyl-",,True
569547,102322-83-8,FEMA No. 3761,,True
569751,102516-65-4,N-Tosyl-L-phenylalanine chloromethyl ketone,,True
570220,102786-61-8,Blood-coagulation factor VII,,True
570379,102851-06-9,SPUR,,True
570380,102851-06-9,Spur 22EW,,True
570382,102851-06-9,Mavrik 2E,,True
570378,102851-06-9,Minadox,,True
570381,102851-06-9,Mavrik 25EC,,True
570377,102851-06-9,Mavrik,,True
570383,102851-06-9,Mavrik aquaflow,,True
570376,102851-06-9,Apistan,,True
570373,102851-06-9,Klartan,,True
570956,103301-71-9,"5,8,14,17-Eicosatetraenoic acid, 10,11,12-trihydroxy-",,True
571556,103628-48-4,Imitrex,,True
571562,103628-48-4,Zembrace SymTouch,,True
571609,103667-44-3,ORG 6370,,True
571651,103725-47-9,Technescan MAG3,,True
571875,103831-41-0,Borocaptate sodium B 10,,True
571946,103878-84-8,Ro 19-6327,,True
572369,104140-07-0,"1-Piperidinecarboxylic acid, isopropyl ester",,True
572470,104195-61-1,RFS 2000,,True
572471,104195-61-1,Rubitecan,,True
572523,104220-30-6,Omniderm,,True
572636,104317-90-0,"Sulfamide, N,N-dimethyl-N'-((8alpha)-6-propylergolin-8-yl)-",,True
572699,104348-91-6,MAG3,,True
573743,104993-28-4,Penta,,True
574260,105404-71-5,Pralidoxime mesilate,,True
574256,105404-71-5,Pralidoxime methanesulfonate,,True
574830,105851-17-0,Fludeoxyglucose F 18,,True
574832,105851-17-0,18FDG,,True
574956,105913-11-9,rt-PA,,True
575132,106096-92-8,Acidic fibroblast growth factor,,True
575224,106133-20-4,Harnal-D,,True
576097,106819-53-8,Doxacurium chloride,,True
576093,106819-53-8,Nuromax,,True
576476,107188-74-9,Flb-457,,True
576521,107231-12-9,Tentoxilysin,,True
576520,107231-12-9,Tetanus neurotoxin,,True
576532,107233-08-9,SNI 2011,,True
576530,107233-08-9,FKS 508,,True
576791,107444-51-9,Proglucagon (78-107),,True
576800,107447-03-0,BDB,,True
576906,107534-96-3,"1H-1,2,4-Triazole-1-ethanol, alpha-(2-(4-chlorophenyl)ethyl)-alpha-(1,1-dimethylethyl)-",,True
576910,107534-96-3,"alpha-(2-(4-Chlorophenyl)ethyl)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol",,True
577064,107648-80-6,Maxipime,,True
577409,107910-75-8,Cytovene,,True
577650,108147-54-2,Amigal,,True
577679,108180-16-1,TETD,,True
577811,108330-39-8,3-MCA,,True
577830,108341-18-0,Levophed,,True
577934,108402-49-9,HMPGG,,True
578187,108687-79-2,"Butanediamide, N1-(16,21-diamino-21-imino-15-oxo-6,10,14,20-tetraazaheneicos-1-yl)-2-(((2,4-dihydroxyphenyl)acetyl)amino)-, (S-(R*,R*))-",,True
578465,108916-86-5,Rutosid,,True
578466,108916-86-5,Rutoside,,True
579106,109552-15-0,Pamidronate disodium,,True
579101,109552-15-0,Aredia,,True
579159,109581-93-3,FR 900506,,True
579154,109581-93-3,LCP-Tacro,,True
579156,109581-93-3,Protopic,,True
579157,109581-93-3,Prograf,,True
579160,109581-93-3,Astagraf XL,,True
579389,109835-10-1,4-(Hydroxymethyl)benzenediazonium sulfate,,True
579401,109837-67-4,CCRIS 4222,,True
580436,110682-09-2,"Propanoic acid, 2-methyl-, 3-phenyl-2-propenyl ester",,True
580433,110682-09-2,"Isobutyric acid, cinnamyl ester",,True
580432,110682-09-2,FEMA No. 2297,,True
580685,110882-82-1,Parvodicin B1,,True
580689,110882-83-2,Parvodicin B2,,True
580693,110882-84-3,Parvodicin C1,,True
580697,110882-85-4,Parvodicin C2,,True
580782,110942-02-4,IL-2,,True
581257,111353-84-5,Ethametsulfuron,,True
581432,111470-99-6,Norvasc,,True
581726,111696-23-2,Ro 15-8075,,True
581829,111793-42-1,Tirilazad mesylate,,True
581844,111804-73-0,Daflon,,True
582089,111984-09-9,"Benzidine, 3,3'-dimethoxy-, dihydrochloride",,True
582090,111984-09-9,o-Dianisidine HCl,,True
582292,112118-16-8,GE 410,,True
582925,112663-69-1,"2,5-Cyclohexadien-1-one, 3,5-dihydroxy-4,4-dimethyl-2-(2-methyl-1-oxopropyl)-6-((2,4,6-trihydroxy-3-methyl-5-(2-methyl-1-oxobutyl)phenyl)methyl)-",,True
582926,112663-69-1,"3,5-Dihydroxy-4,4-dimethyl-2-(2-methyl-1-oxopropyl)-6-((2,4,6-trihydroxy-3-methyl-5-(2-methyl-1-oxobutyl)phenyl)methyl)-2,5-cyclohexadien-1-one",,True
583295,112901-68-5,NSC 296961,,True
583298,112901-68-5,WR 2721,,True
583344,112926-00-8,EC 231-545-4,,True
583364,112945-52-5,"ENT 25,550",,True
583578,113145-70-3,B 859-35,,True
583873,113427-24-0,EPO,,True
584014,113507-06-5,Cydectin,,True
584327,113775-47-6,Precedex,,True
584594,113963-87-4,Duplosan DP,,True
584686,114041-00-8,DIA,,True
584980,114311-32-9,Pulsar,,True
585219,114471-18-0,BNP,,True
585550,114753-51-4,"Phenol, 5-(1,1-dimethylheptyl)-2-(3-hydroxycyclohexyl)-, cis-",,True
585546,114753-51-4,"CP 47,497",,True
585752,114870-03-0,ORG 31540,,True
585970,115044-19-4,Befran,,True
585989,115044-75-2,2-CDA,,True
586028,115074-43-6,Turixin,,True
586029,115074-43-6,Bactroban,,True
586059,115088-06-7,SPDB,,True
586288,115266-92-7,S-145,,True
586516,115510-05-9,"Cholestane-3beta,5alpha,6beta-triol",,True
586623,115609-60-4,AHR 11325,,True
586710,115664-52-3,BCTB,,True
586880,115787-68-3,"2,6-Diamino-3,5-dihydro-7-(3-thienylmethyl)-4H-pyrrolo(3,2-d)pyrimidin-4-one",,True
587891,116521-53-0,FT-Adm,,True
587911,116533-64-3,Oxypyrronium,,True
588023,116666-63-8,Ro 40-5967,,True
588185,116836-41-0,M 5,,True
588220,116861-51-9,"6-Ethoxy-2,3-dihydro-3,3-dimethyl-1H-indole",,True
588281,116950-37-9,Sialosylganglio-N-tetraosylceramide,,True
588279,116950-37-9,GM1-ganglioside,,True
588278,116950-37-9,Ganglioside M1,,True
589039,117591-79-4,Remoxipride hydrochloride,,True
589037,117591-79-4,Remoxipride HCl,,True
589685,117989-72-7,Uro-vaxom,,True
589738,118081-34-8,Cedax,,True
589932,118230-97-0,4'-Ethyl-2-methyl-3-pyrrolidinopropiophenone hydrochloride,,True
590247,118428-37-8,BRN 4207330,,True
590254,118428-38-9,BRN 4207330,,True
590673,118812-69-4,ANP 95-126,,True
590775,118909-96-9,"(RS)-2-Amino-5-(3,4-dichlorophenyl)-2-imidazolin",,True
590817,118933-13-4,Polysporin,,True
591174,119229-65-1,HP-184,,True
591341,119295-41-9,"1,5-Diphenylcarbazone",,True
591339,119295-41-9,"Diazenecarboxylic acid, phenyl-, 2-phenylhydrazide",,True
591337,119295-41-9,EINECS 208-698-0,,True
591345,119295-41-9,S-Diphenylcarbazone,,True
591618,119446-68-3,Dragon,,True
591674,119478-56-7,Merrem,,True
591676,119478-56-7,Merrem I.V.,,True
591732,119515-38-7,Autan,,True
591783,119567-79-2,ICN 3142,,True
591786,119567-79-2,Viramidine,,True
592174,119804-96-5,DMDC,,True
592315,119942-70-0,MK 912,,True
592488,120054-86-6,Dexniguldipine,,True
592516,120068-37-3,Regent,,True
